PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"40639850","Enhancing outcomes in medically inoperable early-stage NSCLC with gut-targeted antibiotics and stereotactic body radiotherapy: results from a randomized pilot study","Feigenberg SJ, Costabile F, Tanes C, Bittinger K, O'Connor R, Agarwal D, Skoufos G, Salaris S, Hatzigeorgiou A, Kostopoulos N, Lloyd S, Friedes C, Chen L, Yegya-Raman N, Cengel K, Levin W, Valentić B, Quarton T, Shestov AA, Berman A, Bradley J, Maity A, Koumenis C, Ben-Josef E, Facciabene A.","J Immunother Cancer. 2025 Jul 10;13(7):e011356. doi: 10.1136/jitc-2024-011356.","Feigenberg SJ","J Immunother Cancer","2025","2025/07/10","PMC12258320","","10.1136/jitc-2024-011356"
"41239828","Immune checkpoint therapy in locally advanced, persistent, recurrent, and metastatic cervical cancer: A systematic review and Bayesian network meta-analysis","Hinojosa-Gonzalez DE, Escarcega-Bordagaray JA, Murillo-Torres RM, Torres-Martinez M, Heredia FM.","Int J Gynaecol Obstet. 2025 Nov 15. doi: 10.1002/ijgo.70648. Online ahead of print.","Hinojosa-Gonzalez DE","Int J Gynaecol Obstet","2025","2025/11/15","","","10.1002/ijgo.70648"
"41295223","Novel Treatment Concepts for Cervical Cancer-Moving Towards Personalized Therapy","Danisch M, Postl M, Bartl T, Grimm C, Sturdza A, Concin N, Polterauer S.","J Pers Med. 2025 Nov 1;15(11):523. doi: 10.3390/jpm15110523.","Danisch M","J Pers Med","2025","2025/11/26","PMC12653780","","10.3390/jpm15110523"
"41308688","Neurocognitive outcomes in patients with brain metastases: a systematic review","Bou Dargham T, Winter SF, Batich K, Gehring K, Parsons MW, Dietrich J, Mullikin T, Reitman ZJ, Floyd SR, Kirkpatrick JP, Sperduto PW, Hattangadi-Gluth J, Shih HA, Brown PD, Mehta M, Sulman EP, Peters KB, Vaios EJ.","Lancet Oncol. 2025 Dec;26(12):e671-e682. doi: 10.1016/S1470-2045(25)00525-X.","Bou Dargham T","Lancet Oncol","2025","2025/11/27","","","10.1016/S1470-2045(25)00525-X"
"41496492","Feasibility of an early versus delayed rehabilitation intervention in patients with lung cancer on cancer-related fatigue: a pilot RCT","Fugazzaro S, Mainini C, Pecorari A, Denti M, Galavotti MB, Messori M, Costi S, Ciammella P, Falco F, Zanelli F, Cavuto S, Bressi B.","Future Oncol. 2026 Jan;22(2):147-156. doi: 10.1080/14796694.2025.2607632. Epub 2026 Jan 6.","Fugazzaro S","Future Oncol","2026","2026/01/07","","","10.1080/14796694.2025.2607632"
"39830773","Radiotherapy for oligoprogressive disease in non-small cell lung cancer treated with pembrolizumab in first-line setting: a retrospective study","Santonja C, Gougis P, Dumas E, Rolland Debord C, Merle P, Belliere A, Campedel L, Abbar B.","Transl Lung Cancer Res. 2024 Dec 31;13(12):3603-3615. doi: 10.21037/tlcr-24-554. Epub 2024 Dec 24.","Santonja C","Transl Lung Cancer Res","2024","2025/01/20","PMC11736599","","10.21037/tlcr-24-554"
"40226301","Brachytherapy: Perspectives for combined treatments with immunotherapy","Serre R, Gabro A, Andraud M, Simon JM, Spano JP, Maingon P, Chargari C.","Clin Transl Radiat Oncol. 2025 Jan 19;52:100924. doi: 10.1016/j.ctro.2025.100924. eCollection 2025 May.","Serre R","Clin Transl Radiat Oncol","2025","2025/04/14","PMC11992541","","10.1016/j.ctro.2025.100924"
"39834198","A virus-inspired RNA mimicry approach for effective cancer immunotherapy","Jang I, Yum K, Han S, Moon S, Lee JB.","J Mater Chem B. 2025 Jan 29;13(5):1619-1629. doi: 10.1039/d4tb02301c.","Jang I","J Mater Chem B","2025","2025/01/21","","","10.1039/d4tb02301c"
"40647526","Impact of Proton Pump Inhibitor Use on Progression-Free and Overall Survival in Cancer Patients Undergoing Immune Checkpoint Inhibitor Therapy: A Systematic Review and Meta-Analysis of Recent Studies","Ciappina G, Ottaiano A, Santorsola M, Esposito E, De Luca F, Giorgi C, Zito C, Capra AP, Carroccio P, Maurea N, Quagliariello V, Campo I, Passalacqua MI, Incognito D, Cacciola I, Consolo P, Berretta M.","Cancers (Basel). 2025 Jul 3;17(13):2228. doi: 10.3390/cancers17132228.","Ciappina G","Cancers (Basel)","2025","2025/07/12","PMC12248532","","10.3390/cancers17132228"
"40800123","Ipilimumab with temozolomide vs. temozolomide alone after surgery and chemoradiotherapy in recently diagnosed glioblastoma: a randomized phase II clinical trial","Brown NF, McBain C, Brazil L, Peoples S, Jefferies S, Harris F, Vinayan A, Plaha P, Brooks C, Hussain S, Dutton SJ, Cook J, Ng SM, Levy S, Coutts T, Mulholland P.","Neurooncol Adv. 2025 May 26;7(1):vdaf032. doi: 10.1093/noajnl/vdaf032. eCollection 2025 Jan-Dec.","Brown NF","Neurooncol Adv","2025","2025/08/13","PMC12342986","","10.1093/noajnl/vdaf032"
"40954978","Thoracic Radiation on Survival in Patients with Advanced Small Cell Lung Cancer Treated with Chemoimmunotherapy","Gao Y, Zhang X, Zhao D, Sun J, Zhang L, Guan S, Zhao L.","Med Sci Monit. 2025 Sep 16;31:e947713. doi: 10.12659/MSM.947713.","Gao Y","Med Sci Monit","2025","2025/09/16","PMC12449838","","10.12659/MSM.947713"
"39964565","Oncological Management of Adrenocortical Carcinoma: An Update and Critical Review","Rowell NP.","Oncol Ther. 2025 Jun;13(2):307-323. doi: 10.1007/s40487-025-00327-5. Epub 2025 Feb 18.","Rowell NP","Oncol Ther","2025","2025/02/18","PMC12130376","","10.1007/s40487-025-00327-5"
"41026606","Organ Preservation via Immunotherapy-Based Total Neoadjuvant Therapy in Early Low Rectal Cancer (TORCH-E): A Multicenter, Open-label, Single-Arm, Phase II Study","Xia F, Chen Y, Zhou D, Wan J, Shen L, Wang Y, Li J, Zhang H, Wang Y, Yang W, Zhou M, Wu R, Zhou S, Chen Y, Luo D, Gu W, Lian P, Peng J, Liu F, Sun Y, Wang L, Cai S, Zhang Z, Li X.","Clin Cancer Res. 2025 Dec 1;31(23):4976-4984. doi: 10.1158/1078-0432.CCR-25-0975.","Xia F","Clin Cancer Res","2025","2025/09/30","","","10.1158/1078-0432.CCR-25-0975"
"40139025","Clinical applications of antibody drug conjugates for gynecologic malignancies: Review of available medicines and emerging therapeutics","Bujnak AC, Solaru SA, Tewari K.","Gynecol Oncol. 2025 Apr;195:180-191. doi: 10.1016/j.ygyno.2025.03.013. Epub 2025 Mar 25.","Bujnak AC","Gynecol Oncol","2025","2025/03/26","","","10.1016/j.ygyno.2025.03.013"
"40242562","Safety and efficacy of neoadjuvant toripalimab plus chemotherapy followed by chemoradiotherapy for locally advanced esophageal squamous cell carcinoma in China (GASTO 1071): a non-randomised, two-cohort, phase 2 trial","Liu F, Wang D, Rong Y, Wei S, SiTu Y, Wang M, Zhang H, Zhang P, Zheng S, Yin S, Xie C, Hu Y, Qiu B, Liu H.","EClinicalMedicine. 2025 Apr 5;82:103184. doi: 10.1016/j.eclinm.2025.103184. eCollection 2025 Apr.","Liu F","EClinicalMedicine","2025","2025/04/17","PMC12002876","","10.1016/j.eclinm.2025.103184"
"40018983","The Role of Immunotherapy in Salivary Gland Cancer: A Systematic Review","Kim SG, Tasoulas J, Sheth S, Yarbrough WG, Hackman T, Amelio AL, Sullivan CB.","Ear Nose Throat J. 2025 Feb 28:1455613251324353. doi: 10.1177/01455613251324353. Online ahead of print.","Kim SG","Ear Nose Throat J","2025","2025/02/28","","","10.1177/01455613251324353"
"41267534","Efficacy and safety of immune checkpoint inhibitors with chemoradiotherapy/chemotherapy in locally advanced cervical cancer patients: a systematic review and single-arm meta-analysis","Piya IJ, Riya IJ, Sharma V.","J Gynecol Oncol. 2025 Oct 24. doi: 10.3802/jgo.2026.37.e29. Online ahead of print.","Piya IJ","J Gynecol Oncol","2025","2025/11/21","","","10.3802/jgo.2026.37.e29"
"41010389","Indications and Mechanisms of Action of the Main Treatment Modalities for Non-Melanoma Skin Cancer","Chedid MF, Tregnago AC, Riva F, Prediger L, Agarwal A, Mattei J.","Life (Basel). 2025 Sep 16;15(9):1447. doi: 10.3390/life15091447.","Chedid MF","Life (Basel)","2025","2025/09/27","PMC12471750","","10.3390/life15091447"
"40918097","A phase II randomized trial of individualized neoantigen peptide vaccine combined with unusual radiotherapy (iNATURE) in advanced solid tumors-GCOG0028","Zhang Y, Hu YF, Ma L, Wu Y, Chao D, Chen X, Xu Z, Su X, Dai W, Huang J, Fu P, Kong FS.","Front Immunol. 2025 Aug 21;16:1538032. doi: 10.3389/fimmu.2025.1538032. eCollection 2025.","Zhang Y","Front Immunol","2025","2025/09/08","PMC12408632","","10.3389/fimmu.2025.1538032"
"40673077","The effect of durvalumab consolidation after definitive radiochemotherapy for non-operable stage III non-small cell lung cancer on the dose effect relation for therapy related pulmonary infiltrates as a risk factor for pneumonitis","Herz A, Guberina M, Pöttgen C, Gauler T, Ton TTM, Fischedick G, Kiwitt LO, Lübcke W, Hoffmann C, Schuler M, Metzenmacher M, Schaarschmidt BM, Bos D, Opitz M, Hautzel H, Darwiche K, Bölükbas S, Grapatsas K, Jendrossek V, Gockeln L, Wirsdörfer F, Hetzel M, Mladenov E, Stuschke M, Guberina N.","Transl Lung Cancer Res. 2025 Jun 30;14(6):2074-2088. doi: 10.21037/tlcr-2024-1284. Epub 2025 Jun 26.","Herz A","Transl Lung Cancer Res","2025","2025/07/17","PMC12261351","","10.21037/tlcr-2024-1284"
"41420789","Survival of patients with advanced hepatocellular carcinoma based on Gustave Roussy immune score and portal vein tumor thrombosis: a single-center, retrospective, non-randomized case-controlled study","Liu Y, Fan H, Wu G, Zhang J, Rao M, Zhu P, Zhang J.","Discov Oncol. 2025 Dec 20. doi: 10.1007/s12672-025-04301-5. Online ahead of print.","Liu Y","Discov Oncol","2025","2025/12/20","","","10.1007/s12672-025-04301-5"
"41033612","Tumor Treating Fields (TTFields) therapy after stereotactic radiosurgery for brain metastases from non-small cell lung cancer: final results of the phase 3 METIS study","Mehta MP, Gondi V, Ahluwalia MS, Roberge D, Sio TTW, Trifiletti DM, Muanza T, Krpan AM, Zhu Z, Ramakrishna NR, Fiveash JB, Metellus P, Yu J, Wang CJ, Jacob J, Freyschlag CF, Csőszi T, Salmaggi A, Taliansky A, Lucas A, Debus J, Brown PD, Harat M; METIS study investigators.","Int J Radiat Oncol Biol Phys. 2025 Sep 29:S0360-3016(25)06217-0. doi: 10.1016/j.ijrobp.2025.08.066. Online ahead of print.","Mehta MP","Int J Radiat Oncol Biol Phys","2025","2025/10/01","","","10.1016/j.ijrobp.2025.08.066"
"40139261","A phase I/II trial of avelumab combinations with ivuxolimab, utomilumab, and radiation therapy in patients with advanced gastrointestinal malignancies","Ahmed J, Knisely A, Torrado C, Stephen B, Yang Y, Song J, Alshawa A, Zarifa A, Jhingran A, Koay EJ, Morris VK, Javle M, Wolff RA, Meric-Bernstam F, Pant S, Rodon J, Naing A.","Oncologist. 2025 Mar 10;30(3):oyaf032. doi: 10.1093/oncolo/oyaf032.","Ahmed J","Oncologist","2025","2025/03/26","PMC11942784","","10.1093/oncolo/oyaf032"
"40809242","Curative intent therapy of stage I-III non-small cell lung cancer: a patient-centered precision approach to assess, measure, and interpret benefits and harms","Ha DM, New ML, Randhawa SK, Chan ED, Dempsey EC, Fuster MM, Lippman SM, Murphy JD, Rivera MP.","J Thorac Dis. 2025 Jul 31;17(7):4473-4500. doi: 10.21037/jtd-2025-213. Epub 2025 Jul 29.","Ha DM","J Thorac Dis","2025","2025/08/14","PMC12340332","","10.21037/jtd-2025-213"
"40446464","Treatment of small cell lung cancer; advances and future prospects","Niho S.","Respir Investig. 2025 Jul;63(4):680-685. doi: 10.1016/j.resinv.2025.05.013. Epub 2025 May 29.","Niho S","Respir Investig","2025","2025/05/30","","","10.1016/j.resinv.2025.05.013"
"41482527","Tumor ecosystem and microbiome features associated with efficacy and resistance to avelumab plus chemoradiotherapy in head and neck cancer","Riaz N, Alban TJ, Haddad RI, Saul M, Makarov V, Zhu Y, Cohen EEW, Ferris RL, Chang PM, Lin JC, Psyrri A, Parthasarathy PB, Novaj A, Gawali M, Hoen D, Hamilton P, Silver NL, Juric I, Chawla D, Gradissimo A, Ko J, McGrail DJ, Davis CB, Lee NY, Chan TA.","Nat Cancer. 2026 Jan 2. doi: 10.1038/s43018-025-01068-0. Online ahead of print.","Riaz N","Nat Cancer","2026","2026/01/02","","","10.1038/s43018-025-01068-0"
"40687262","Outcomes of radiotherapy combined with immune checkpoint inhibitors in locally advanced unresectable esophageal squamous cell carcinoma: a retrospective analysis","Lin Q, Zhou N, Wang Y, Zhu X, Gu F, Lin J, Sun X.","Transl Cancer Res. 2025 Jun 30;14(6):3490-3499. doi: 10.21037/tcr-2024-2496. Epub 2025 Jun 19.","Lin Q","Transl Cancer Res","2025","2025/07/21","PMC12268584","","10.21037/tcr-2024-2496"
"41422917","A Randomized Phase 2 Trial of Nivolumab and Stereotactic Ablative Body Radiation Therapy in Advanced Non-Small Cell Lung Cancer, Progressing After First- or Second-Line Chemotherapy (NIVORAD)","Kothari G, O'Byrne KJ, Brown C, Stockler MR, Walker M, Hardcastle N, Kron T, Le HV, Kosmider S, Cameron L, Lao L, Mitchell P, Siva S.","Int J Radiat Oncol Biol Phys. 2025 Dec 19:S0360-3016(25)06610-6. doi: 10.1016/j.ijrobp.2025.12.021. Online ahead of print.","Kothari G","Int J Radiat Oncol Biol Phys","2025","2025/12/21","","","10.1016/j.ijrobp.2025.12.021"
"40820816","Impact of minimal residual disease on the outcome of hematopoietic stem cell transplantation for childhood acute lymphoblastic leukemia within the FORUM trial","Balduzzi A, Glogova E, Peters C, Sedlacek P, Dalle JH, Locatelli F, Meisel R, Burkhardt B, Buechner J, Wachowiak J, Bierings M, Staciuk R, Graphakos S, Güngör T, Yesilipek A, Svec P, Palma J, Krivan G, Diaz-de-Heredia C, Limido F, Ansari M, Kalwak K, Bader P, Ifversen M.","Haematologica. 2026 Jan 1;111(1):122-134. doi: 10.3324/haematol.2025.287456. Epub 2025 Aug 7.","Balduzzi A","Haematologica","2026","2025/08/18","PMC12775767","","10.3324/haematol.2025.287456"
"41145919","[(18)F]FDG-PET/CT's change in total lesion glycolysis can accurately identify early response upon neoadjuvant immunotherapy prior to curative-intent surgery in cutaneous squamous cell carcinoma; MATISSE trial","Breukers SE, Crommelin RD, Smit LA, de Boer JP, Navran A, van Houdt WJ, de Bree R, Devriese LA, Haanen JBAG, Wondergem M, Zuur CL, Vogel WV.","Eur J Nucl Med Mol Imaging. 2025 Oct 28. doi: 10.1007/s00259-025-07518-2. Online ahead of print.","Breukers SE","Eur J Nucl Med Mol Imaging","2025","2025/10/28","","","10.1007/s00259-025-07518-2"
"41519404","Integrated Radiotherapy with Immune-Chemotherapy for Unresectable Biliary Tract Cancer: An Exploratory Pilot Study","Zhang Z, Li H, Wang Y, Liu J, Guo M, Sun P, Lu D, Cao Q, Zhang D, He Q, Jia J, Dong Z, Liu C, Chen P, Zhao L, Wang D, Liu J, Li T.","Int J Radiat Oncol Biol Phys. 2026 Jan 8:S0360-3016(26)00014-3. doi: 10.1016/j.ijrobp.2025.12.048. Online ahead of print.","Zhang Z","Int J Radiat Oncol Biol Phys","2026","2026/01/10","","","10.1016/j.ijrobp.2025.12.048"
"40950857","Survival outcomes of thoracic radiotherapy in addition to first-line immunotherapy in metastatic non-small cell lung cancer: a multicenter, propensity score-matched analysis","Du Z, Zhao Y, Du L, Shi A, Yu H, Guo X, Yu R, Qu B, Wang W.","J Thorac Dis. 2025 Aug 31;17(8):5904-5920. doi: 10.21037/jtd-2024-2255. Epub 2025 Aug 28.","Du Z","J Thorac Dis","2025","2025/09/15","PMC12433100","","10.21037/jtd-2024-2255"
"40299683","A Systematic Review of Pneumonitis Following Treatment with Immune Checkpoint Inhibitors and Radiotherapy","Yerolatsite M, Torounidou N, Amylidi AL, Rapti IC, Zarkavelis G, Kampletsas E, Voulgari PV.","Biomedicines. 2025 Apr 12;13(4):946. doi: 10.3390/biomedicines13040946.","Yerolatsite M","Biomedicines","2025","2025/04/29","PMC12025308","","10.3390/biomedicines13040946"
"41520892","Stereotactic Body Radiation Therapy With Pembrolizumab in PD-1 Inhibitor Refractory, Recurrent or Metastatic, Head and Neck Squamous Cell Carcinoma: A Phase 2 Trial","So J, Droznin A, Tiwari P, Chen YH, Chau N, Margalit DN, Tishler RB, Hanna GJ, Mak RH, Fitzgerald K, Sehgal K, Li S, Gunasti L, Kim E, Minken J, Baginska J, Nau A, Diaz IG, Shim B, Iii JTJ, Uppaluri R, Haddad RI, Livak KJ, Schoenfeld JD.","Int J Radiat Oncol Biol Phys. 2026 Jan 9:S0360-3016(26)00004-0. doi: 10.1016/j.ijrobp.2025.12.043. Online ahead of print.","So J","Int J Radiat Oncol Biol Phys","2026","2026/01/11","","","10.1016/j.ijrobp.2025.12.043"
"40427221","From Intensification to Optimization: Balancing Efficacy, Safety, and Costs in High-Risk Localized Soft Tissue Sarcomas","Fuchs B, Schelling G, Glanzmann C, Studer G, On Behalf Of The Swiss Sarcoma Network.","Cancers (Basel). 2025 May 21;17(10):1724. doi: 10.3390/cancers17101724.","Fuchs B","Cancers (Basel)","2025","2025/05/28","PMC12109959","","10.3390/cancers17101724"
"39894522","Rationale and design of a multicentre randomised controlled trial on circulating tumour DNA-guided neoadjuvant treatment strategy for locally advanced rectal cancer (CINTS-R)","Zhou J, Zhang X, Liu Q, Li Y, Wu G, Fu W, Yao H, Wang Z, Xue H, Xu T, Chen W, Lu J, Zhang G, Wu B, An Y, Qiu X, Xiao Y, Lin G.","BMJ Open. 2025 Feb 2;15(1):e090765. doi: 10.1136/bmjopen-2024-090765.","Zhou J","BMJ Open","2025","2025/02/02","PMC11792281","","10.1136/bmjopen-2024-090765"
"41164203","Solitary fibrous tumour: histological discoveries, behavioural aspects, risk assessment and therapeutical approaches","Di Prata C, Del Fiore P, Trevisiol C, Tropea S, Buzzaccarini MS, Krengli M, Scarzello G, Cosci I, Sbaraglia M, Chiusole B, Murtas F, Mazza M, Brunello A, Rastrelli M, Mocellin S.","Ther Adv Med Oncol. 2025 Oct 22;17:17588359251367320. doi: 10.1177/17588359251367320. eCollection 2025.","Di Prata C","Ther Adv Med Oncol","2025","2025/10/30","PMC12559627","","10.1177/17588359251367320"
"40336645","Stereotactic body radiotherapy takes on Lung Oligometastases: Latest breakthroughs","Liu X, Wu L, Guo T, Huang Z, Chen S, Li C, Liu Q, Wang F.","Precis Radiat Oncol. 2024 May 9;8(2):85-91. doi: 10.1002/pro6.1226. eCollection 2024 Jun.","Liu X","Precis Radiat Oncol","2024","2025/05/08","PMC11934980","","10.1002/pro6.1226"
"41390407","The benefit and risk of adding immunotherapy to chemoradiotherapy as the first-line treatment for limited-stage small cell lung cancer: a meta-analysis of randomized controlled trials","Fu X, Zhang Y, Xu Y, Chen W, Hou Q, Zhang W, Zheng W.","World J Surg Oncol. 2025 Dec 13. doi: 10.1186/s12957-025-04150-0. Online ahead of print.","Fu X","World J Surg Oncol","2025","2025/12/13","","","10.1186/s12957-025-04150-0"
"41282894","Distinct Sarcoma Microenvironments Predict Benefit from Addition of Pembrolizumab to Preoperative Radiotherapy and Surgery in SU2C-SARC032","Testa S, Himes JE, Subramanian A, Nouth SCL, Ballman KV, Heise RS, Pierpoint M, Nemat-Gorgani N, Sears TJ, Binkley MS, Kalbasi A, Corcoran DL, Hong AM, Brigman BE, Riedel RF, van de Rijn M, Mowery YM, Weinhold KJ, Kirsch DG, Moding EJ.","medRxiv [Preprint]. 2025 Nov 4:2025.11.01.25339299. doi: 10.1101/2025.11.01.25339299.","Testa S","medRxiv","2025","2025/11/24","PMC12637778","","10.1101/2025.11.01.25339299"
"40799433","A preliminary analysis of integrating thymosin α1 into concurrent chemoradiotherapy and consolidative immunotherapy in unresectable locally advanced non-small cell lung cancer","Zhang HT, Liu FJ, Wang DQ, Xiong YX, Zhao YY, He WZ, Zhang PX, Zheng SY, Xia B, Situ Y, Wang MR, Liu QW, Hu Y, Xia LP, Qiu B, Liu H.","Transl Lung Cancer Res. 2025 Jul 31;14(7):2710-2722. doi: 10.21037/tlcr-2025-190. Epub 2025 Jul 28.","Zhang HT","Transl Lung Cancer Res","2025","2025/08/13","PMC12337057","","10.21037/tlcr-2025-190"
"40361451","Chemotherapy-Free Treatment with Radiotherapy and Immunotherapy for Locally Advanced Non-Small Cell Lung Cancer","Ozair MZ, Halmos B, D'Aiello A, Yun J, Filippi AR, Rimner A, Lin SH, Simone CB 2nd, Ohri N.","Cancers (Basel). 2025 Apr 30;17(9):1524. doi: 10.3390/cancers17091524.","Ozair MZ","Cancers (Basel)","2025","2025/05/14","PMC12071140","","10.3390/cancers17091524"
"41246357","Microbiota-immune dysregulation in cervical cancer patients from Western Mexico: linking gut dysbiosis and NK cell exhaustion as promising biomarkers","Klimov-Kravtchenko K, Baltazar-Díaz TA, Haramati J, Castaño-Jiménez PA, Solorzano-Ibarra F, Rojas-Diaz JM, Garcia-Barrientos NT, Cruz-Ramos JA, Facundo-Medina CG, Del Toro-Arreola S, Bueno-Topete MR.","Front Immunol. 2025 Oct 31;16:1637098. doi: 10.3389/fimmu.2025.1637098. eCollection 2025.","Klimov-Kravtchenko K","Front Immunol","2025","2025/11/17","PMC12615445","","10.3389/fimmu.2025.1637098"
"40546050","Fragility Index analysis for robustness of evidence in Randomized Controlled Trials in National Comprehensive Cancer Network (NCCN) guidelines for rectal cancer","Horesh N, Dourado J, Rogers P, Aeschbacher P, Garoufalia Z, Gefen R, Salama E, Emile SH, Wexner SD.","Int J Cancer. 2025 Nov 1;157(9):1864-1875. doi: 10.1002/ijc.35521. Epub 2025 Jun 23.","Horesh N","Int J Cancer","2025","2025/06/23","PMC12407045","","10.1002/ijc.35521"
"41346615","Research trends in neoadjuvant therapy for esophageal cancer: a bibliometric and meta-analysis","Wang H, Zhang J, Yang J, Chang H.","Front Immunol. 2025 Nov 19;16:1646440. doi: 10.3389/fimmu.2025.1646440. eCollection 2025.","Wang H","Front Immunol","2025","2025/12/05","PMC12672519","","10.3389/fimmu.2025.1646440"
"41063846","Recurrent and Metastatic Small Cell Carcinoma of the Esophagus in Which Long-Term Survival Was Achieved by Abscopal Effect of Radiotherapy: A Case Report","Zhang J.","Case Rep Oncol. 2025 Jul 10;18(1):1136-1144. doi: 10.1159/000547267. eCollection 2025 Jan-Dec.","Zhang J","Case Rep Oncol","2025","2025/10/09","PMC12503531","","10.1159/000547267"
"41342432","Therapeutic Potential of Melatonin in Gastrointestinal Cancers: Molecular Mechanisms, Preclinical Evidence and Clinical Implications","Gonciarz M, Wiatrak B, Lombard I, Konecki Ł, Sarbinowska J.","J Pineal Res. 2026 Jan;78(1):e70101. doi: 10.1111/jpi.70101.","Gonciarz M","J Pineal Res","2026","2025/12/04","PMC12676935","","10.1111/jpi.70101"
"41054436","Osimertinib plus consolidative radiotherapy for advanced EGFR mutant non-small cell lung cancer: a multicentre, single-arm, phase 2 trial","Sampath S, Rashdan S, Iyengar P, Mickel TA, Zhang S, Ahn C, Gao A, Dowell JE, Zhang Y, Westover KD, Cole SM, Amini A, Rock A, Massarelli E, Koczywas M, Gerber DE.","EClinicalMedicine. 2025 Aug 26;87:103435. doi: 10.1016/j.eclinm.2025.103435. eCollection 2025 Sep.","Sampath S","EClinicalMedicine","2025","2025/10/07","PMC12496182","","10.1016/j.eclinm.2025.103435"
"40517538","Newly Diagnosed Classical Hodgkin Lymphoma: Optimizing Outcomes in a New Therapeutic Era","Evens AM.","Hematol Oncol. 2025 Jun;43 Suppl 2(Suppl 2):e70066. doi: 10.1002/hon.70066.","Evens AM","Hematol Oncol","2025","2025/06/15","PMC12167649","","10.1002/hon.70066"
"40144785","Neoadjuvant treatment of esophageal cancer: chemotherapy, chemoradiation, immunotherapy, and future trends of therapy","Malekzada F, Vladimiriov M, Leitz M, Michel J, Nimzewski F, Hoeppner J.","Innov Surg Sci. 2024 Nov 25;10(1):3-9. doi: 10.1515/iss-2023-0005. eCollection 2025 Mar.","Malekzada F","Innov Surg Sci","2024","2025/03/27","PMC11934940","","10.1515/iss-2023-0005"
"40447943","Evaluating the role of consolidative chest radiotherapy after chemo-immunotherapy in extensive-stage small cell lung cancer: a retrospective study","Azquez-Urrutia JR, Venugopal N, Zhu J, Miccio JA, Machtay M, Komiya T.","Discov Oncol. 2025 May 31;16(1):813. doi: 10.1007/s12672-025-02589-x.","Azquez-Urrutia JR","Discov Oncol","2025","2025/05/30","PMC12125409","","10.1007/s12672-025-02589-x"
"41139264","Effect of Baofukang suppository on the relative indexes of epithelial mesenchymal transformation of tumor cells and prognosis in patients with cervical cancer","Liu L, Ma L, Wang Y, Chen Y, Zhang Y.","Pak J Pharm Sci. 2025 Nov-Dec;38(6):2146-2153. doi: 10.36721/PJPS.2025.38.6.REG.12345.1.","Liu L","Pak J Pharm Sci","2025","2025/10/26","","","10.36721/PJPS.2025.38.6.REG.12345.1"
"40948532","Comparative effectiveness of perioperative strategies for resectable gastric and gastroesophageal junction cancer: a Bayesian network meta-analysis","Chi L, Li M, Zhou H, Wang WJ, Wang B, Sun X.","Am J Cancer Res. 2025 Aug 25;15(8):3781-3794. doi: 10.62347/ECKT5511. eCollection 2025.","Chi L","Am J Cancer Res","2025","2025/09/15","PMC12432556","","10.62347/ECKT5511"
"40361339","Assessing the Clinical Effectiveness of Radioimmunotherapy with Combined Radionuclide/Monoclonal Antibody Conjugates in Cancer Treatment: Insights from Randomised Clinical Trials","Chen Y, Dahal PK, Mosharaf P, Shahjalal M, Mahumud RA.","Cancers (Basel). 2025 Apr 23;17(9):1413. doi: 10.3390/cancers17091413.","Chen Y","Cancers (Basel)","2025","2025/05/14","PMC12071007","","10.3390/cancers17091413"
"41245306","AdvanTIG-204: A Phase 2, Randomized, Open-Label Study of Ociperlimab Plus Tislelizumab and Concurrent Chemoradiotherapy Versus Tislelizumab and Concurrent Chemotherapy Versus Concurrent Chemoradiotherapy in First-Line Limited-Stage SCLC","Gong Y, Pang Q, Yu R, Zhu Z, Huang J, Cheng Y, Zhong D, Wu H, Yoo SS, Dobbs T, Bao Z, Zuo Y, Gao Y, Sun P, Lu Y.","JTO Clin Res Rep. 2025 Sep 26;6(11):100911. doi: 10.1016/j.jtocrr.2025.100911. eCollection 2025 Nov.","Gong Y","JTO Clin Res Rep","2025","2025/11/17","PMC12613014","","10.1016/j.jtocrr.2025.100911"
"41415539","Neoadjuvant therapy for pMMR/MSS locally advanced rectal cancer in the immunotherapy era: current landscape and future perspectives","Farooq B, Li X, Xiao S, Liu X.","Front Oncol. 2025 Dec 3;15:1719642. doi: 10.3389/fonc.2025.1719642. eCollection 2025.","Farooq B","Front Oncol","2025","2025/12/19","PMC12708334","","10.3389/fonc.2025.1719642"
"41293232","Thymosin α1 Elevates Lymphocyte Counts and Improves Immunoradiotherapy Outcomes in Patients with Advanced Cancer","Xu M, Chen R, Kong Y, Zhang J, Xing P, Zhao X, Zhang L.","Cancer Manag Res. 2025 Nov 19;17:2851-2862. doi: 10.2147/CMAR.S555975. eCollection 2025.","Xu M","Cancer Manag Res","2025","2025/11/26","PMC12640775","","10.2147/CMAR.S555975"
